struggler_node,struggler_id,struggler_department,struggler_stage,candidate_node,candidate_id,candidate_department,shared_modules,module_overlap_pct,same_department,embedding_distance,match_score,rank
http://stonegrove.example/resource/Student_15436,15436,Politics & Economics,Year1,http://stonegrove.example/resource/Student_32223,32223,Politics & Economics,0,0.0,True,6.047057628631592,0.3,9
http://stonegrove.example/resource/Student_15436,15436,Politics & Economics,Year1,http://stonegrove.example/resource/Student_17955,17955,Politics & Economics,0,0.0,True,6.176367282867432,0.3,10
http://stonegrove.example/resource/Student_15473,15473,Education,Year1,http://stonegrove.example/resource/Student_19024,19024,Education,2,100.0,True,3.509307861328125,1.0,1
http://stonegrove.example/resource/Student_15473,15473,Education,Year1,http://stonegrove.example/resource/Student_609,609,Education,2,100.0,True,3.619938611984253,1.0,2
http://stonegrove.example/resource/Student_15473,15473,Education,Year1,http://stonegrove.example/resource/Student_13563,13563,Education,2,100.0,True,4.183610916137695,1.0,3
http://stonegrove.example/resource/Student_15473,15473,Education,Year1,http://stonegrove.example/resource/Student_14685,14685,Education,2,100.0,True,4.205691337585449,1.0,4
http://stonegrove.example/resource/Student_15473,15473,Education,Year1,http://stonegrove.example/resource/Student_6513,6513,Education,2,100.0,True,4.6737494468688965,1.0,5
http://stonegrove.example/resource/Student_15473,15473,Education,Year1,http://stonegrove.example/resource/Student_8517,8517,Education,2,100.0,True,5.052978992462158,1.0,6
http://stonegrove.example/resource/Student_15473,15473,Education,Year1,http://stonegrove.example/resource/Student_6772,6772,Education,2,100.0,True,5.1741180419921875,1.0,7
http://stonegrove.example/resource/Student_15473,15473,Education,Year1,http://stonegrove.example/resource/Student_3884,3884,Education,0,0.0,True,5.947230339050293,0.3,8
http://stonegrove.example/resource/Student_15473,15473,Education,Year1,http://stonegrove.example/resource/Student_17948,17948,Education,0,0.0,True,6.262030601501465,0.3,9
http://stonegrove.example/resource/Student_15473,15473,Education,Year1,http://stonegrove.example/resource/Student_17955,17955,Politics & Economics,0,0.0,False,5.511726379394531,0.0,10
http://stonegrove.example/resource/Student_15488,15488,Craft,Year3,http://stonegrove.example/resource/Student_28417,28417,Philosophy and Religion,0,0.0,False,6.641703128814697,0.0,1
http://stonegrove.example/resource/Student_15488,15488,Craft,Year3,http://stonegrove.example/resource/Student_31374,31374,Politics & Economics,0,0.0,False,6.888835906982422,0.0,2
http://stonegrove.example/resource/Student_15488,15488,Craft,Year3,http://stonegrove.example/resource/Student_5600,5600,Sciences,0,0.0,False,6.922861099243164,0.0,3
http://stonegrove.example/resource/Student_15488,15488,Craft,Year3,http://stonegrove.example/resource/Student_18997,18997,Engineering,0,0.0,False,7.063782691955566,0.0,4
http://stonegrove.example/resource/Student_15488,15488,Craft,Year3,http://stonegrove.example/resource/Student_32461,32461,Psychology & Sociology,0,0.0,False,7.077898025512695,0.0,5
http://stonegrove.example/resource/Student_15488,15488,Craft,Year3,http://stonegrove.example/resource/Student_16963,16963,Philosophy and Religion,0,0.0,False,7.277714252471924,0.0,6
http://stonegrove.example/resource/Student_15488,15488,Craft,Year3,http://stonegrove.example/resource/Student_15268,15268,Health,0,0.0,False,7.287661552429199,0.0,7
http://stonegrove.example/resource/Student_15488,15488,Craft,Year3,http://stonegrove.example/resource/Student_4116,4116,Psychology & Sociology,0,0.0,False,7.322109222412109,0.0,8
http://stonegrove.example/resource/Student_15488,15488,Craft,Year3,http://stonegrove.example/resource/Student_1354,1354,Education,0,0.0,False,7.339329242706299,0.0,9
http://stonegrove.example/resource/Student_15488,15488,Craft,Year3,http://stonegrove.example/resource/Student_17948,17948,Education,0,0.0,False,7.341266632080078,0.0,10
http://stonegrove.example/resource/Student_15501,15501,Languages,Year4,http://stonegrove.example/resource/Student_33833,33833,Languages,1,100.0,True,3.9169304370880127,1.0,1
http://stonegrove.example/resource/Student_15501,15501,Languages,Year4,http://stonegrove.example/resource/Student_24428,24428,Languages,1,100.0,True,5.535638332366943,1.0,2
http://stonegrove.example/resource/Student_15501,15501,Languages,Year4,http://stonegrove.example/resource/Student_34009,34009,Languages,1,100.0,True,5.584299564361572,1.0,3
http://stonegrove.example/resource/Student_15501,15501,Languages,Year4,http://stonegrove.example/resource/Student_7402,7402,Languages,1,100.0,True,5.846784591674805,1.0,4
http://stonegrove.example/resource/Student_15501,15501,Languages,Year4,http://stonegrove.example/resource/Student_14008,14008,Languages,1,100.0,True,6.294772624969482,1.0,5
http://stonegrove.example/resource/Student_15501,15501,Languages,Year4,http://stonegrove.example/resource/Student_32085,32085,Modern Technologies,0,0.0,False,5.762376308441162,0.0,6
http://stonegrove.example/resource/Student_15501,15501,Languages,Year4,http://stonegrove.example/resource/Student_33146,33146,Modern Technologies,0,0.0,False,5.838817119598389,0.0,7
http://stonegrove.example/resource/Student_15501,15501,Languages,Year4,http://stonegrove.example/resource/Student_6278,6278,Modern Technologies,0,0.0,False,5.879371166229248,0.0,8
http://stonegrove.example/resource/Student_15501,15501,Languages,Year4,http://stonegrove.example/resource/Student_29893,29893,Education,0,0.0,False,5.967838764190674,0.0,9
http://stonegrove.example/resource/Student_15501,15501,Languages,Year4,http://stonegrove.example/resource/Student_4966,4966,Modern Technologies,0,0.0,False,6.074592590332031,0.0,10
http://stonegrove.example/resource/Student_15547,15547,Health,Year2,http://stonegrove.example/resource/Student_25528,25528,Health,0,0.0,True,6.637068271636963,0.3,1
http://stonegrove.example/resource/Student_15547,15547,Health,Year2,http://stonegrove.example/resource/Student_24508,24508,Health,0,0.0,True,6.976526737213135,0.3,2
http://stonegrove.example/resource/Student_15547,15547,Health,Year2,http://stonegrove.example/resource/Student_22039,22039,Health,0,0.0,True,6.980258464813232,0.3,3
http://stonegrove.example/resource/Student_15547,15547,Health,Year2,http://stonegrove.example/resource/Student_28887,28887,Health,0,0.0,True,7.00639533996582,0.3,4
http://stonegrove.example/resource/Student_15547,15547,Health,Year2,http://stonegrove.example/resource/Student_31459,31459,Education,0,0.0,False,6.234085559844971,0.0,5
http://stonegrove.example/resource/Student_15547,15547,Health,Year2,http://stonegrove.example/resource/Student_25605,25605,Engineering,0,0.0,False,6.555768013000488,0.0,6
http://stonegrove.example/resource/Student_15547,15547,Health,Year2,http://stonegrove.example/resource/Student_21866,21866,Engineering,0,0.0,False,6.614560127258301,0.0,7
http://stonegrove.example/resource/Student_15547,15547,Health,Year2,http://stonegrove.example/resource/Student_5496,5496,Sciences,0,0.0,False,6.692890644073486,0.0,8
http://stonegrove.example/resource/Student_15547,15547,Health,Year2,http://stonegrove.example/resource/Student_21225,21225,Education,0,0.0,False,6.696019172668457,0.0,9
http://stonegrove.example/resource/Student_15547,15547,Health,Year2,http://stonegrove.example/resource/Student_18997,18997,Engineering,0,0.0,False,6.699833393096924,0.0,10
http://stonegrove.example/resource/Student_15648,15648,Modern Technologies,Year1,http://stonegrove.example/resource/Student_19160,19160,Modern Technologies,3,100.0,True,3.644111156463623,1.0,1
http://stonegrove.example/resource/Student_15648,15648,Modern Technologies,Year1,http://stonegrove.example/resource/Student_16753,16753,Modern Technologies,3,100.0,True,3.9721922874450684,1.0,2
http://stonegrove.example/resource/Student_15648,15648,Modern Technologies,Year1,http://stonegrove.example/resource/Student_13157,13157,Modern Technologies,3,100.0,True,4.024481773376465,1.0,3
http://stonegrove.example/resource/Student_15648,15648,Modern Technologies,Year1,http://stonegrove.example/resource/Student_7653,7653,Modern Technologies,3,100.0,True,4.411976337432861,1.0,4
http://stonegrove.example/resource/Student_15648,15648,Modern Technologies,Year1,http://stonegrove.example/resource/Student_22196,22196,Modern Technologies,3,100.0,True,4.972163200378418,1.0,5
http://stonegrove.example/resource/Student_15648,15648,Modern Technologies,Year1,http://stonegrove.example/resource/Student_8666,8666,Modern Technologies,0,0.0,True,6.042044162750244,0.3,6
http://stonegrove.example/resource/Student_15648,15648,Modern Technologies,Year1,http://stonegrove.example/resource/Student_32085,32085,Modern Technologies,0,0.0,True,6.22921085357666,0.3,7
http://stonegrove.example/resource/Student_15648,15648,Modern Technologies,Year1,http://stonegrove.example/resource/Student_15753,15753,Health,0,0.0,False,5.528663158416748,0.0,8
http://stonegrove.example/resource/Student_15648,15648,Modern Technologies,Year1,http://stonegrove.example/resource/Student_18337,18337,Sciences,0,0.0,False,5.678672790527344,0.0,9
http://stonegrove.example/resource/Student_15648,15648,Modern Technologies,Year1,http://stonegrove.example/resource/Student_33065,33065,Sciences,0,0.0,False,5.685191631317139,0.0,10
http://stonegrove.example/resource/Student_1571,1571,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_33626,33626,Psychology & Sociology,2,100.0,True,4.5235514640808105,1.0,1
http://stonegrove.example/resource/Student_1571,1571,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_30999,30999,Psychology & Sociology,2,100.0,True,5.143675327301025,1.0,2
http://stonegrove.example/resource/Student_1571,1571,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_30293,30293,Psychology & Sociology,2,100.0,True,5.6315226554870605,1.0,3
http://stonegrove.example/resource/Student_1571,1571,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_6482,6482,Psychology & Sociology,0,0.0,True,6.802694797515869,0.3,4
http://stonegrove.example/resource/Student_1571,1571,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_24428,24428,Languages,0,0.0,False,6.5288214683532715,0.0,5
http://stonegrove.example/resource/Student_1571,1571,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_21258,21258,Education,0,0.0,False,6.6427435874938965,0.0,6
http://stonegrove.example/resource/Student_1571,1571,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_24691,24691,Education,0,0.0,False,6.809174537658691,0.0,7
http://stonegrove.example/resource/Student_1571,1571,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_2197,2197,Education,0,0.0,False,6.827490329742432,0.0,8
http://stonegrove.example/resource/Student_1571,1571,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_6111,6111,Sciences,0,0.0,False,6.9567108154296875,0.0,9
http://stonegrove.example/resource/Student_1571,1571,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_13107,13107,Education,0,0.0,False,6.975365161895752,0.0,10
http://stonegrove.example/resource/Student_15726,15726,Politics & Economics,Year1,http://stonegrove.example/resource/Student_21202,21202,Politics & Economics,2,100.0,True,3.9617912769317627,1.0,1
http://stonegrove.example/resource/Student_15726,15726,Politics & Economics,Year1,http://stonegrove.example/resource/Student_21016,21016,Politics & Economics,2,100.0,True,4.524090766906738,1.0,2
http://stonegrove.example/resource/Student_15726,15726,Politics & Economics,Year1,http://stonegrove.example/resource/Student_12443,12443,Politics & Economics,2,100.0,True,4.769960880279541,1.0,3
http://stonegrove.example/resource/Student_15726,15726,Politics & Economics,Year1,http://stonegrove.example/resource/Student_4174,4174,Politics & Economics,2,100.0,True,4.899016380310059,1.0,4
http://stonegrove.example/resource/Student_15726,15726,Politics & Economics,Year1,http://stonegrove.example/resource/Student_23131,23131,Politics & Economics,2,100.0,True,5.514553070068359,1.0,5
http://stonegrove.example/resource/Student_15726,15726,Politics & Economics,Year1,http://stonegrove.example/resource/Student_31374,31374,Politics & Economics,0,0.0,True,5.4416117668151855,0.3,6
http://stonegrove.example/resource/Student_15726,15726,Politics & Economics,Year1,http://stonegrove.example/resource/Student_20819,20819,Politics & Economics,0,0.0,True,5.581585884094238,0.3,7
http://stonegrove.example/resource/Student_15726,15726,Politics & Economics,Year1,http://stonegrove.example/resource/Student_31904,31904,Politics & Economics,0,0.0,True,5.757601261138916,0.3,8
http://stonegrove.example/resource/Student_15726,15726,Politics & Economics,Year1,http://stonegrove.example/resource/Student_32223,32223,Politics & Economics,0,0.0,True,5.833359718322754,0.3,9
http://stonegrove.example/resource/Student_15726,15726,Politics & Economics,Year1,http://stonegrove.example/resource/Student_30660,30660,Politics & Economics,0,0.0,True,6.04472541809082,0.3,10
http://stonegrove.example/resource/Student_15732,15732,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_34601,34601,Philosophy and Religion,3,100.0,True,4.099343776702881,1.0,1
http://stonegrove.example/resource/Student_15732,15732,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_28417,28417,Philosophy and Religion,0,0.0,True,6.97361421585083,0.3,2
http://stonegrove.example/resource/Student_15732,15732,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_31260,31260,Philosophy and Religion,0,0.0,True,7.059683799743652,0.3,3
http://stonegrove.example/resource/Student_15732,15732,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_31374,31374,Politics & Economics,0,0.0,False,6.043416500091553,0.0,4
http://stonegrove.example/resource/Student_15732,15732,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_3884,3884,Education,0,0.0,False,6.211389064788818,0.0,5
http://stonegrove.example/resource/Student_15732,15732,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_12266,12266,Politics & Economics,0,0.0,False,6.275958061218262,0.0,6
http://stonegrove.example/resource/Student_15732,15732,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_10345,10345,Sciences,0,0.0,False,6.549145221710205,0.0,7
http://stonegrove.example/resource/Student_15732,15732,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_786,786,Education,0,0.0,False,6.635524749755859,0.0,8
http://stonegrove.example/resource/Student_15732,15732,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_27838,27838,Sciences,0,0.0,False,6.641526699066162,0.0,9
http://stonegrove.example/resource/Student_15732,15732,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_14409,14409,Sciences,0,0.0,False,6.661164283752441,0.0,10
http://stonegrove.example/resource/Student_15746,15746,Politics & Economics,Year1,http://stonegrove.example/resource/Student_30660,30660,Politics & Economics,1,100.0,True,3.952442169189453,1.0,1
http://stonegrove.example/resource/Student_15746,15746,Politics & Economics,Year1,http://stonegrove.example/resource/Student_31374,31374,Politics & Economics,1,100.0,True,4.1714911460876465,1.0,2
http://stonegrove.example/resource/Student_15746,15746,Politics & Economics,Year1,http://stonegrove.example/resource/Student_3417,3417,Politics & Economics,1,100.0,True,4.19629430770874,1.0,3
http://stonegrove.example/resource/Student_15746,15746,Politics & Economics,Year1,http://stonegrove.example/resource/Student_32223,32223,Politics & Economics,1,100.0,True,4.285424709320068,1.0,4
http://stonegrove.example/resource/Student_15746,15746,Politics & Economics,Year1,http://stonegrove.example/resource/Student_8661,8661,Politics & Economics,1,100.0,True,4.363654136657715,1.0,5
http://stonegrove.example/resource/Student_15746,15746,Politics & Economics,Year1,http://stonegrove.example/resource/Student_7148,7148,Politics & Economics,1,100.0,True,4.598311901092529,1.0,6
http://stonegrove.example/resource/Student_15746,15746,Politics & Economics,Year1,http://stonegrove.example/resource/Student_7622,7622,Politics & Economics,1,100.0,True,4.637193202972412,1.0,7
http://stonegrove.example/resource/Student_15746,15746,Politics & Economics,Year1,http://stonegrove.example/resource/Student_30416,30416,Politics & Economics,1,100.0,True,4.64876651763916,1.0,8
http://stonegrove.example/resource/Student_15746,15746,Politics & Economics,Year1,http://stonegrove.example/resource/Student_20819,20819,Politics & Economics,1,100.0,True,4.665289878845215,1.0,9
http://stonegrove.example/resource/Student_15746,15746,Politics & Economics,Year1,http://stonegrove.example/resource/Student_21398,21398,Politics & Economics,1,100.0,True,4.697952747344971,1.0,10
http://stonegrove.example/resource/Student_15750,15750,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_24797,24797,Psychology & Sociology,1,100.0,True,3.6574184894561768,1.0,1
http://stonegrove.example/resource/Student_15750,15750,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_33119,33119,Psychology & Sociology,1,100.0,True,3.724208354949951,1.0,2
http://stonegrove.example/resource/Student_15750,15750,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_25019,25019,Psychology & Sociology,1,100.0,True,3.730858564376831,1.0,3
http://stonegrove.example/resource/Student_15750,15750,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_23856,23856,Psychology & Sociology,1,100.0,True,3.9497292041778564,1.0,4
http://stonegrove.example/resource/Student_15750,15750,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_32699,32699,Psychology & Sociology,1,100.0,True,3.963752269744873,1.0,5
http://stonegrove.example/resource/Student_15750,15750,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_14954,14954,Psychology & Sociology,1,100.0,True,4.114495754241943,1.0,6
http://stonegrove.example/resource/Student_15750,15750,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_28681,28681,Psychology & Sociology,1,100.0,True,4.117228984832764,1.0,7
http://stonegrove.example/resource/Student_15750,15750,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_33016,33016,Psychology & Sociology,1,100.0,True,4.346597194671631,1.0,8
http://stonegrove.example/resource/Student_15750,15750,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_14080,14080,Psychology & Sociology,1,100.0,True,4.366650581359863,1.0,9
http://stonegrove.example/resource/Student_15750,15750,Psychology & Sociology,Year1,http://stonegrove.example/resource/Student_4116,4116,Psychology & Sociology,1,100.0,True,4.4063029289245605,1.0,10
http://stonegrove.example/resource/Student_15801,15801,Health,Year2,http://stonegrove.example/resource/Student_28887,28887,Health,1,20.0,True,4.540614604949951,0.44,1
http://stonegrove.example/resource/Student_15801,15801,Health,Year2,http://stonegrove.example/resource/Student_23779,23779,Health,0,0.0,True,6.012282371520996,0.3,2
http://stonegrove.example/resource/Student_15801,15801,Health,Year2,http://stonegrove.example/resource/Student_29646,29646,Health,0,0.0,True,6.311148166656494,0.3,3
http://stonegrove.example/resource/Student_15801,15801,Health,Year2,http://stonegrove.example/resource/Student_25528,25528,Health,0,0.0,True,6.654507160186768,0.3,4
http://stonegrove.example/resource/Student_15801,15801,Health,Year2,http://stonegrove.example/resource/Student_29893,29893,Education,0,0.0,False,5.654127597808838,0.0,5
http://stonegrove.example/resource/Student_15801,15801,Health,Year2,http://stonegrove.example/resource/Student_10345,10345,Sciences,0,0.0,False,5.895987033843994,0.0,6
http://stonegrove.example/resource/Student_15801,15801,Health,Year2,http://stonegrove.example/resource/Student_31260,31260,Philosophy and Religion,0,0.0,False,6.089744567871094,0.0,7
http://stonegrove.example/resource/Student_15801,15801,Health,Year2,http://stonegrove.example/resource/Student_11899,11899,Education,0,0.0,False,6.091912269592285,0.0,8
http://stonegrove.example/resource/Student_15801,15801,Health,Year2,http://stonegrove.example/resource/Student_21513,21513,Sciences,0,0.0,False,6.136773109436035,0.0,9
http://stonegrove.example/resource/Student_15801,15801,Health,Year2,http://stonegrove.example/resource/Student_3884,3884,Education,0,0.0,False,6.166719436645508,0.0,10
http://stonegrove.example/resource/Student_15820,15820,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_16963,16963,Philosophy and Religion,2,100.0,True,3.5187456607818604,1.0,1
http://stonegrove.example/resource/Student_15820,15820,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_6559,6559,Philosophy and Religion,2,100.0,True,4.183544158935547,1.0,2
http://stonegrove.example/resource/Student_15820,15820,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_21231,21231,Philosophy and Religion,2,100.0,True,5.016125202178955,1.0,3
http://stonegrove.example/resource/Student_15820,15820,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_31260,31260,Philosophy and Religion,0,0.0,True,5.111628532409668,0.3,4
http://stonegrove.example/resource/Student_15820,15820,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_28417,28417,Philosophy and Religion,0,0.0,True,5.385451793670654,0.3,5
http://stonegrove.example/resource/Student_15820,15820,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_31374,31374,Politics & Economics,0,0.0,False,4.983141899108887,0.0,6
http://stonegrove.example/resource/Student_15820,15820,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_28681,28681,Psychology & Sociology,0,0.0,False,5.137851238250732,0.0,7
http://stonegrove.example/resource/Student_15820,15820,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_20819,20819,Politics & Economics,0,0.0,False,5.214259624481201,0.0,8
http://stonegrove.example/resource/Student_15820,15820,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_21258,21258,Education,0,0.0,False,5.263367652893066,0.0,9
http://stonegrove.example/resource/Student_15820,15820,Philosophy and Religion,Year1,http://stonegrove.example/resource/Student_8600,8600,Psychology & Sociology,0,0.0,False,5.282896995544434,0.0,10
http://stonegrove.example/resource/Student_15827,15827,Politics & Economics,Year1,http://stonegrove.example/resource/Student_21202,21202,Politics & Economics,2,100.0,True,3.823040723800659,1.0,1
http://stonegrove.example/resource/Student_15827,15827,Politics & Economics,Year1,http://stonegrove.example/resource/Student_21016,21016,Politics & Economics,2,100.0,True,4.08636999130249,1.0,2
http://stonegrove.example/resource/Student_15827,15827,Politics & Economics,Year1,http://stonegrove.example/resource/Student_4174,4174,Politics & Economics,2,100.0,True,4.172951698303223,1.0,3
http://stonegrove.example/resource/Student_15827,15827,Politics & Economics,Year1,http://stonegrove.example/resource/Student_23131,23131,Politics & Economics,2,100.0,True,4.505800724029541,1.0,4
http://stonegrove.example/resource/Student_15827,15827,Politics & Economics,Year1,http://stonegrove.example/resource/Student_12443,12443,Politics & Economics,2,100.0,True,4.924225807189941,1.0,5
http://stonegrove.example/resource/Student_15827,15827,Politics & Economics,Year1,http://stonegrove.example/resource/Student_20819,20819,Politics & Economics,0,0.0,True,4.493908882141113,0.3,6
http://stonegrove.example/resource/Student_15827,15827,Politics & Economics,Year1,http://stonegrove.example/resource/Student_31374,31374,Politics & Economics,0,0.0,True,4.863093376159668,0.3,7
http://stonegrove.example/resource/Student_15827,15827,Politics & Economics,Year1,http://stonegrove.example/resource/Student_32223,32223,Politics & Economics,0,0.0,True,5.128151893615723,0.3,8
http://stonegrove.example/resource/Student_15827,15827,Politics & Economics,Year1,http://stonegrove.example/resource/Student_31904,31904,Politics & Economics,0,0.0,True,5.309755325317383,0.3,9
http://stonegrove.example/resource/Student_15827,15827,Politics & Economics,Year1,http://stonegrove.example/resource/Student_3417,3417,Politics & Economics,0,0.0,True,5.476733684539795,0.3,10
http://stonegrove.example/resource/Student_15849,15849,Architecture,Year3,http://stonegrove.example/resource/Student_31233,31233,Architecture,4,33.3,True,4.752973556518555,0.5333,1
http://stonegrove.example/resource/Student_15849,15849,Architecture,Year3,http://stonegrove.example/resource/Student_21475,21475,Health,0,0.0,False,7.064335823059082,0.0,2
http://stonegrove.example/resource/Student_15849,15849,Architecture,Year3,http://stonegrove.example/resource/Student_31030,31030,Sciences,0,0.0,False,7.2252702713012695,0.0,3
http://stonegrove.example/resource/Student_15849,15849,Architecture,Year3,http://stonegrove.example/resource/Student_31374,31374,Politics & Economics,0,0.0,False,7.352607250213623,0.0,4
http://stonegrove.example/resource/Student_15849,15849,Architecture,Year3,http://stonegrove.example/resource/Student_20819,20819,Politics & Economics,0,0.0,False,7.489785671234131,0.0,5
http://stonegrove.example/resource/Student_15849,15849,Architecture,Year3,http://stonegrove.example/resource/Student_3417,3417,Politics & Economics,0,0.0,False,7.639095306396484,0.0,6
http://stonegrove.example/resource/Student_15849,15849,Architecture,Year3,http://stonegrove.example/resource/Student_22687,22687,Health,0,0.0,False,7.6575446128845215,0.0,7
http://stonegrove.example/resource/Student_15849,15849,Architecture,Year3,http://stonegrove.example/resource/Student_18997,18997,Engineering,0,0.0,False,7.692105770111084,0.0,8
http://stonegrove.example/resource/Student_15849,15849,Architecture,Year3,http://stonegrove.example/resource/Student_21398,21398,Politics & Economics,0,0.0,False,7.692526817321777,0.0,9
http://stonegrove.example/resource/Student_15849,15849,Architecture,Year3,http://stonegrove.example/resource/Student_26202,26202,Sciences,0,0.0,False,7.719982147216797,0.0,10
http://stonegrove.example/resource/Student_1585,1585,Politics & Economics,Year1,http://stonegrove.example/resource/Student_3417,3417,Politics & Economics,1,100.0,True,3.3607330322265625,1.0,1
http://stonegrove.example/resource/Student_1585,1585,Politics & Economics,Year1,http://stonegrove.example/resource/Student_20819,20819,Politics & Economics,1,100.0,True,3.4141876697540283,1.0,2
http://stonegrove.example/resource/Student_1585,1585,Politics & Economics,Year1,http://stonegrove.example/resource/Student_21398,21398,Politics & Economics,1,100.0,True,3.6752781867980957,1.0,3
http://stonegrove.example/resource/Student_1585,1585,Politics & Economics,Year1,http://stonegrove.example/resource/Student_7148,7148,Politics & Economics,1,100.0,True,4.226223468780518,1.0,4
http://stonegrove.example/resource/Student_1585,1585,Politics & Economics,Year1,http://stonegrove.example/resource/Student_23688,23688,Politics & Economics,1,100.0,True,4.290218353271484,1.0,5
http://stonegrove.example/resource/Student_1585,1585,Politics & Economics,Year1,http://stonegrove.example/resource/Student_31904,31904,Politics & Economics,1,100.0,True,4.382949352264404,1.0,6
http://stonegrove.example/resource/Student_1585,1585,Politics & Economics,Year1,http://stonegrove.example/resource/Student_7622,7622,Politics & Economics,1,100.0,True,4.45090389251709,1.0,7
http://stonegrove.example/resource/Student_1585,1585,Politics & Economics,Year1,http://stonegrove.example/resource/Student_11430,11430,Politics & Economics,1,100.0,True,4.551484107971191,1.0,8
http://stonegrove.example/resource/Student_1585,1585,Politics & Economics,Year1,http://stonegrove.example/resource/Student_31374,31374,Politics & Economics,1,100.0,True,4.554628849029541,1.0,9
http://stonegrove.example/resource/Student_1585,1585,Politics & Economics,Year1,http://stonegrove.example/resource/Student_17955,17955,Politics & Economics,1,100.0,True,4.708052635192871,1.0,10
http://stonegrove.example/resource/Student_15859,15859,Art,Year1,http://stonegrove.example/resource/Student_29283,29283,Sciences,0,0.0,False,5.906379699707031,0.0,1
http://stonegrove.example/resource/Student_15859,15859,Art,Year1,http://stonegrove.example/resource/Student_28681,28681,Psychology & Sociology,0,0.0,False,5.9874587059021,0.0,2
http://stonegrove.example/resource/Student_15859,15859,Art,Year1,http://stonegrove.example/resource/Student_30660,30660,Politics & Economics,0,0.0,False,6.048494338989258,0.0,3
http://stonegrove.example/resource/Student_15859,15859,Art,Year1,http://stonegrove.example/resource/Student_25605,25605,Engineering,0,0.0,False,6.077027797698975,0.0,4
http://stonegrove.example/resource/Student_15859,15859,Art,Year1,http://stonegrove.example/resource/Student_25528,25528,Health,0,0.0,False,6.1944169998168945,0.0,5
http://stonegrove.example/resource/Student_15859,15859,Art,Year1,http://stonegrove.example/resource/Student_31904,31904,Politics & Economics,0,0.0,False,6.2435197830200195,0.0,6
http://stonegrove.example/resource/Student_15859,15859,Art,Year1,http://stonegrove.example/resource/Student_31260,31260,Philosophy and Religion,0,0.0,False,6.271434783935547,0.0,7
http://stonegrove.example/resource/Student_15859,15859,Art,Year1,http://stonegrove.example/resource/Student_28417,28417,Philosophy and Religion,0,0.0,False,6.280368804931641,0.0,8
http://stonegrove.example/resource/Student_15859,15859,Art,Year1,http://stonegrove.example/resource/Student_20819,20819,Politics & Economics,0,0.0,False,6.299973964691162,0.0,9
http://stonegrove.example/resource/Student_15859,15859,Art,Year1,http://stonegrove.example/resource/Student_31030,31030,Sciences,0,0.0,False,6.3273115158081055,0.0,10
http://stonegrove.example/resource/Student_15861,15861,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_33626,33626,Psychology & Sociology,2,100.0,True,3.401886224746704,1.0,1
http://stonegrove.example/resource/Student_15861,15861,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_30999,30999,Psychology & Sociology,2,100.0,True,3.547980785369873,1.0,2
http://stonegrove.example/resource/Student_15861,15861,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_30293,30293,Psychology & Sociology,2,100.0,True,4.022050380706787,1.0,3
http://stonegrove.example/resource/Student_15861,15861,Psychology & Sociology,Year2,http://stonegrove.example/resource/Student_24797,24797,Psychology & Sociology,0,0.0,True,6.325933933258057,0.3,4
